gpscoordinates_longitude,email,complaint_type,location,CreatedAt,title,citizenName,category,economicImpact,environmentalImpact,emotion,lastUpdatedDate,ResolutionTime,tehsil,id,complaintType,socialImpact,pincode,status,district,date,submissionDate,complaint,contactNumber,updatedAt,relatedPolicies,subcategory,urgencyLevel,ward,gpscoordinates_latitude,isAnonymous,estimated,departmentAssigned
77.3806,example1814@gmail.com,Poor Drainage System,Noida,2025-02-05 01:41:04,Sample Title 1814,Manoj Pandey,Infrastructure,Increased repair and relocation costs,Water contamination and soil erosion,Frustration,2025-02-05,9,N/A,1814,,Disruption of daily life and hygiene,247667,Open,Ganesh Vatika,,2025-02-05,"The drainage system in Noida is inadequate. During the rainy season, the streets get flooded, causing a lot of inconvenience.",7999864375,2025-02-05 01:41:04,UP Flood Management Act 2017,Flood Control,High,N/A,29.7192,False,16,Flood Control Department
82.85,example1815@gmail.com,Lack of Parks,Lucknow,2025-02-05 01:41:04,Sample Title 1815,Priyanka Mehta,Infrastructure,Increased costs for private recreational activities,None,Frustration,2025-02-05,20,N/A,1815,,Lack of recreational spaces,224145,Closed,Iltifatganj,,2025-02-05,"There are no public parks in our locality. It’s hard to find a place for kids to play, and adults have no place to relax.",8755462199,2025-02-05 01:41:04,UP Parks and Recreation Act 2017,Public Parks,High,N/A,26.3667,False,88,Parks and Recreation Department
82.15,example1816@gmail.com,Lack of Employment Opportunities,Bareilly,2025-02-05 01:41:04,Sample Title 1816,Sushil Kumar,Economy,Loss of income,None,Helplessness,2025-02-05,9,N/A,1816,,Increased unemployment,221504,Closed,Handia Tech Institute,,2025-02-05,There are no job opportunities here. I’ve been looking for work for months but can’t find anything suitable.,6828116235,2025-02-05 01:41:04,UP Employment Act 2016,Employment,High,N/A,25.3833,False,1,Employment Department
78.4033,example1817@gmail.com,Lack of Schools,Jhansi,2025-02-05 01:41:04,Sample Title 1817,Neeraj Yadav,Education,Increased private tuition costs,None,Disappointment,2025-02-05,15,N/A,1817,,Poor educational outcomes,246749,In Progress,Sahanpur,,2025-02-05,"There are no good schools in my area. The ones available have poor facilities, and the teachers are not qualified.",7020613847,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,29.3867,True,19,Education Department
80.8,example1818@gmail.com,Potholes,Kanpur,2025-02-05 01:41:04,Sample Title 1818,Komal Sharma,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Frustration,2025-02-05,12,N/A,1818,,Increased accidents and injuries,212601,Open,Fatehpur City,,2025-02-05,The potholes on the roads are so deep that they damage vehicles and cause accidents. The authorities are not taking any action.,7396130337,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,25.9333,False,70,Public Works Department
79.1,example1819@gmail.com,High Prices of Essentials,Gorakhpur,2025-02-05 01:41:04,Sample Title 1819,Himanshu Singh,Economy,Financial strain on households,None,Concern,2025-02-05,20,N/A,1819,,Increased cost of living,206126,Open,Ekdil,,2025-02-05,The prices of daily essentials like vegetables and fuel have gone up drastically. This is putting a lot of pressure on our monthly budget.,8647574494,2025-02-05 01:41:04,UP Price Control Act 2016,Price Control,High,N/A,26.75,True,60,Price Control Department
82.85,example1820@gmail.com,बिजली की समस्या,इलाहाबाद,2025-02-05 01:41:04,Sample Title 1820,रामू यादव,Utilities,Increased electricity costs,Increased generator usage causing pollution,नाराजगी,2025-02-05,10,N/A,1820,,Disruption of daily activities,224223,In Progress,Laroon,,2025-02-05,"हमारे इलाके में लगातार बिजली जाती रहती है, जिससे हमारी दिनचर्या बहुत प्रभावित होती है।",6838157736,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,26.3667,True,60,Electricity Department
81.6333,example1821@gmail.com,सफाई व्यवस्था,गाजियाबाद,2025-02-05 01:41:04,Sample Title 1821,सीमा देवी,Sanitation,Increased healthcare costs,Pollution and pest infestation,गुस्सा,2025-02-05,26,N/A,1821,,Health hazards and unhygienic conditions,212218,In Progress,Tilhapur,,2025-02-05,"हमारे क्षेत्र में गंदगी बहुत फैली हुई है। सफाईकर्मी समय पर काम नहीं करते हैं, जिससे इलाके में बदबू फैलती है।",8364508074,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,25.4333,False,76,Sanitation Department
79.4833,example1822@gmail.com,स्वास्थ्य सेवाएं,कानपुर,2025-02-05 01:41:04,Sample Title 1822,पवन कुमार,Healthcare,Increased medical expenses,None,चिंता,2025-02-05,24,N/A,1822,,Poor health outcomes,210429,In Progress,Panwari,,2025-02-05,हमारे शहर में सरकारी अस्पतालों में चिकित्सक और आवश्यक सुविधाओं की भारी कमी है। इलाज के लिए हमें प्राइवेट अस्पताल जाना पड़ता है।,7868168913,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,25.45,False,71,Health Department
80.35,example1823@gmail.com,किसान समस्या,लखनऊ,2025-02-05 01:41:04,Sample Title 1823,माया शर्मा,Agriculture,Loss of income for farmers,None,निराशा,2025-02-05,2,N/A,1823,,Financial strain on farmers,241126,Open,Kachhauna,,2025-02-05,किसानों को उपज का उचित मूल्य नहीं मिलता। यहां तक कि सरकारी मंडियों में भी भ्रष्टाचार है।,9684682309,2025-02-05 01:41:04,UP Agriculture Act 2016,Farmer Issues,High,N/A,27.1667,False,100,Agriculture Department
80.3083,example1824@gmail.com,जलभराव,इलाहाबाद,2025-02-05 01:41:04,Sample Title 1824,कृष्ण कुमार,,,,निराश,2025-02-05,28,N/A,1824,,,208001,Closed,Filkhana,,2025-02-05,थोड़ी सी बारिश होते ही सड़कें जलमग्न हो जाती हैं। चलना मुश्किल हो जाता है!,8650171054,2025-02-05 01:41:04,,,,N/A,26.475,True,22,
83.7,example1825@gmail.com,स्वच्छता,लखनऊ,2025-02-05 01:41:04,Sample Title 1825,अंजलि देवी,,,,शर्मिंदा,2025-02-05,21,N/A,1825,,,273406,Open,Unwal,,2025-02-05,हमारे क्षेत्र में सार्वजनिक शौचालय गंदे और बदबूदार हैं। इन्हें साफ नहीं किया जाता।,8588182003,2025-02-05 01:41:04,,,,N/A,27.4333,True,87,
83.7,example1826@gmail.com,जल आपूर्ति,गाजियाबाद,2025-02-05 01:41:04,Sample Title 1826,राजीव कुमार,,,,चिंतित,2025-02-05,29,N/A,1826,,,273409,Open,Deidiha,,2025-02-05,हमारे इलाके में पानी की आपूर्ति बहुत खराब है। पानी गंदा और असुरक्षित है।,7499294894,2025-02-05 01:41:04,,,,N/A,27.4333,False,43,
79.25,example1827@gmail.com,सड़कें,अलीगढ़,2025-02-05 01:41:04,Sample Title 1827,मनीषा चौहान,,,,नाराज,2025-02-05,6,N/A,1827,,,243641,In Progress,Usehat,,2025-02-05,सड़कों की हालत इतनी खराब है कि गाड़ी चलाना असंभव हो गया है। पथरीले रास्ते और गड्ढे हैं!,6042179569,2025-02-05 01:41:04,,,,N/A,27.8167,False,10,
80.1772,example1828@gmail.com,भ्रष्टाचार,मुरादाबाद,2025-02-05 01:41:04,Sample Title 1828,दीपक शर्मा,,,,गुस्सा,2025-02-05,27,N/A,1828,,,222143,Closed,Machhlishahar,,2025-02-05,सरकारी दफ्तरों में बिना पैसे दिए काम नहीं होता। यह भ्रष्टाचार हर जगह फैला हुआ है!,6546924791,2025-02-05 01:41:04,,,,N/A,27.6261,True,90,
81.2333,example1829@gmail.com,सार्वजनिक परिवहन,आगरा,2025-02-05 01:41:04,Sample Title 1829,कुमारी रीतिका,,,,चिढ़ी हुई,2025-02-05,21,N/A,1829,,,229010,In Progress,I T I Rae Bareli,,2025-02-05,"स्थानीय ट्रेनों की समय पर कोई गारंटी नहीं होती। ट्रेनों का आना बहुत लेट होता है, और फिर भी भीड़ होती है।",7302591638,2025-02-05 01:41:04,,,,N/A,26.2167,False,46,
77.2167,example1830@gmail.com,स्वास्थ्य सेवाएं,वाराणसी,2025-02-05 01:41:04,Sample Title 1830,अनुजा पांडे,,,,निराश,2025-02-05,26,N/A,1830,,,250611,Closed,Gandhi Chowk,,2025-02-05,हमारे सरकारी अस्पतालों में चिकित्सा उपकरणों की कमी है और डॉक्टरों की संख्या भी बहुत कम है।,6861249758,2025-02-05 01:41:04,,,,N/A,28.95,False,40,
82.05,example1831@gmail.com,बिजली,कानपुर,2025-02-05 01:41:04,Sample Title 1831,अर्जुन तिवारी,,,,नाराज,2025-02-05,22,N/A,1831,,,271902,Open,Fakahrpur,,2025-02-05,"बिजली के कटने की समस्या बहुत बढ़ गई है, और जब बिजली आती है तो वोल्टेज बहुत कम होता है।",9338213551,2025-02-05 01:41:04,,,,N/A,27.375,True,17,
82.85,example1832@gmail.com,अपराध,नोएडा,2025-02-05 01:41:04,Sample Title 1832,नीता शर्मा,,,,डरी हुई,2025-02-05,15,N/A,1832,,,224198,In Progress,Indiapur,,2025-02-05,हमारे इलाके में चोरियों के मामले बढ़ गए हैं। रात के वक्त बाहर जाना डरावना हो गया है।,8886304590,2025-02-05 01:41:04,,,,N/A,26.3667,True,66,
81.9667,example1833@gmail.com,कचरा प्रबंधन,मेरठ,2025-02-05 01:41:04,Sample Title 1833,प्रकाश सिंह,,,,नाराज,2025-02-05,27,N/A,1833,,,271845,Closed,Ikauna,,2025-02-05,कचरा इकट्ठा करने का काम नियमित नहीं होता। सड़क पर कचरा पड़ा रहता है और बदबू फैलती है।,9487105199,2025-02-05 01:41:04,,,,N/A,27.55,False,52,
79.0167,example1834@gmail.com,पानी की समस्या,लखनऊ,2025-02-05 01:41:04,Sample Title 1834,आशीष कुमार,,,,निराश,2025-02-05,27,N/A,1834,,,207243,Open,Patiali,,2025-02-05,हमारे इलाके में गंदा पानी आता है। इसे पीने से तबियत खराब हो जाती है।,9139443498,2025-02-05 01:41:04,,,,N/A,27.7167,False,7,
79.2,example1835@gmail.com,सड़कें,गोरखपुर,2025-02-05 01:41:04,Sample Title 1835,किरन देवी,,,,नाराज,2025-02-05,23,N/A,1835,,,243637,Open,Kakrala,,2025-02-05,"सड़कों पर गड्ढे हैं, जिससे गाड़ी चलाना बहुत मुश्किल हो गया है। कई बार गाड़ी पलटने का डर होता है।",7180740999,2025-02-05 01:41:04,,,,N/A,27.9,False,98,
77.7,example1836@gmail.com,सड़क दुर्घटनाएं,कानपुर,2025-02-05 01:41:04,Sample Title 1836,अदिति चौधरी,,,,चिंतित,2025-02-05,17,N/A,1836,,,281121,Open,Vrindaban,,2025-02-05,सड़क पर गड्ढे होने के कारण आए दिन दुर्घटनाएं होती रहती हैं।,7945846831,2025-02-05 01:41:04,,,,N/A,27.5833,False,58,
76.2541,example1837@gmail.com,जलभराव,आगरा,2025-02-05 01:41:04,Sample Title 1837,विक्रम यादव,,,,गुस्सा,2025-02-05,17,N/A,1837,,,121006,Open,Industrial Estate,,2025-02-05,"बारिश में सड़कों पर पानी भर जाता है, जिससे आने-जाने में मुश्किल होती है।",8475728356,2025-02-05 01:41:04,,,,N/A,28.9915,False,13,
80.3083,example1838@gmail.com,पानी की समस्या,वाराणसी,2025-02-05 01:41:04,Sample Title 1838,नंदनी कुमारी,,,,निराश,2025-02-05,6,N/A,1838,,,208002,Closed,Agricultural College,,2025-02-05,"पानी की आपूर्ति बहुत ही खराब है, कभी पूरी तरह से पानी नहीं आता।",9905887603,2025-02-05 01:41:04,,,,N/A,26.475,False,64,
81.7333,example1839@gmail.com,स्वास्थ्य सेवाएं,लखनऊ,2025-02-05 01:41:04,Sample Title 1839,शिवेंद्र सिंह,,,,नाराज,2025-02-05,22,N/A,1839,,,271828,Closed,Hariharpur Ravi (Gonda),,2025-02-05,हमारे सरकारी अस्पतालों में कोई अच्छा इलाज नहीं मिलता। डॉक्टरों की बहुत कमी है।,7765687874,2025-02-05 01:41:04,,,,N/A,27.7083,True,28,
79.1,example1840@gmail.com,भ्रष्टाचार,मेरठ,2025-02-05 01:41:04,Sample Title 1840,सुमित शर्मा,,,,गुस्सा,2025-02-05,10,N/A,1840,,,206126,In Progress,Ekdil,,2025-02-05,सरकारी दफ्तरों में बिना रिश्वत के कोई काम नहीं होता।,8550310583,2025-02-05 01:41:04,,,,N/A,26.75,False,85,
79.1956,example1841@gmail.com,सार्वजनिक परिवहन,गोरखपुर,2025-02-05 01:41:04,Sample Title 1841,दीपक सिंह,,,,निराश,2025-02-05,9,N/A,1841,,,242101,In Progress,Paina Bujrag,,2025-02-05,बसों में बहुत भीड़ होती है और समय पर नहीं आतीं।,8223915436,2025-02-05 01:41:04,,,,N/A,28.2236,False,56,
79.263,example1842@gmail.com,स्वच्छता,अलीगढ़,2025-02-05 01:41:04,Sample Title 1842,कृष्णा देवी,,,,नाराज,2025-02-05,29,N/A,1842,,,243403,Closed,Chanchali,,2025-02-05,"हमारे इलाके में कचरा हर जगह फैला रहता है, सफाई के कोई इंतजाम नहीं हैं।",6411829767,2025-02-05 01:41:04,,,,N/A,28.1759,False,3,
83.5,example1843@gmail.com,बिजली की समस्या,इलाहाबाद,2025-02-05 01:41:04,Sample Title 1843,साक्षी गुप्ता,,,,नाराज,2025-02-05,24,N/A,1843,,,277215,In Progress,Madhubeni,,2025-02-05,"बिजली की कटौती बहुत ज्यादा हो रही है, खासकर गर्मी में यह बहुत परेशानी देती है।",8983696219,2025-02-05 01:41:04,,,,N/A,24.2833,True,40,
78.0278,example1844@gmail.com,जल आपूर्ति,लखनऊ,2025-02-05 01:41:04,Sample Title 1844,संदीप यादव,,,,निराश,2025-02-05,28,N/A,1844,,,282003,In Progress,Wazirpura,,2025-02-05,"हमारे इलाके में पानी की बहुत कमी हो गई है, अक्सर पानी नहीं आता।",9385484731,2025-02-05 01:41:04,,,,N/A,27.1833,True,11,
80.6833,example1845@gmail.com,पुलिस की कार्रवाई,झांसी,2025-02-05 01:41:04,Sample Title 1845,नमिता पांडे,,,,गुस्सा,2025-02-05,20,N/A,1845,,,261502,In Progress,Isangar,,2025-02-05,"पुलिस के लोग सही तरीके से कार्रवाई नहीं करते, अपराधियों को बचाते हैं।",9597402800,2025-02-05 01:41:04,,,,N/A,27.6917,True,31,
79.9467,example1846@gmail.com,सड़क की स्थिति,कानपुर,2025-02-05 01:41:04,Sample Title 1846,प्रकाश वर्मा,,,,नाराज,2025-02-05,2,N/A,1846,,,209206,In Progress,Sadar Bazar,,2025-02-05,"सड़कों की हालत बहुत खराब है, गड्ढों के कारण दुर्घटनाएं होती रहती हैं।",7596068387,2025-02-05 01:41:04,,,,N/A,27.01,True,59,
80.9944,example1847@gmail.com,स्वास्थ्य सेवाएं,आगरा,2025-02-05 01:41:04,Sample Title 1847,रानी कुमारी,,,,चिंतित,2025-02-05,25,N/A,1847,,,212304,Open,Nahwal,,2025-02-05,सरकारी अस्पतालों में इलाज की कोई व्यवस्था नहीं है। निजी अस्पतालों में बहुत महंगा इलाज होता है।,6015544396,2025-02-05 01:41:04,,,,N/A,25.7278,False,41,
79.3833,example1848@gmail.com,अपराध,वाराणसी,2025-02-05 01:41:04,Sample Title 1848,मोहनलाल,,,,डरा हुआ,2025-02-05,2,N/A,1848,,,241121,In Progress,Ahirori,,2025-02-05,हमारे इलाके में चोरियां बहुत बढ़ गई हैं। पुलिस कोई कार्रवाई नहीं करती।,7017253349,2025-02-05 01:41:04,,,,N/A,25.825,True,80,
77.3067,example1849@gmail.com,स्वच्छता,मेरठ,2025-02-05 01:41:04,Sample Title 1849,साक्षी वर्मा,,,,निराश,2025-02-05,7,N/A,1849,,,229407,In Progress,Garhi,,2025-02-05,हमारे मोहल्ले में सफाई नहीं होती। गंदगी हर जगह फैली रहती है।,7241838366,2025-02-05 01:41:04,,,,N/A,29.5489,True,12,
80.8,example1850@gmail.com,बिजली की समस्या,अलीगढ़,2025-02-05 01:41:04,Sample Title 1850,राजेश कुमार,,,,निराश,2025-02-05,13,N/A,1850,,,212601,Open,Fatehpur City,,2025-02-05,बिजली की कटौती बहुत ज्यादा होती है। यह गर्मी के मौसम में खासकर और भी कठिन हो जाती है।,7334830195,2025-02-05 01:41:04,,,,N/A,25.9333,True,29,
82.1167,example1851@gmail.com,पानी की समस्या,लखनऊ,2025-02-05 01:41:04,Sample Title 1851,कमल कुमारी,,,,नाराज,2025-02-05,2,N/A,1851,,,230122,Open,Afim-Ki-Kothi,,2025-02-05,हमारे इलाके में पानी की बहुत कमी हो रही है। जल आपूर्ति का कोई ठोस उपाय नहीं है।,6591236314,2025-02-05 01:41:04,,,,N/A,25.85,True,99,
83.2833,example1852@gmail.com,सड़क की स्थिति,वाराणसी,2025-02-05 01:41:04,Sample Title 1852,विनोद सिंह,,,,नाराज,2025-02-05,28,N/A,1852,,,275204,Closed,Sadat,,2025-02-05,"सड़कों की हालत बहुत खराब है, यहां गड्ढों की वजह से गाड़ी चलाना मुश्किल हो जाता है।",7345522195,2025-02-05 01:41:04,,,,N/A,25.6833,True,80,
82.3833,example1853@gmail.com,सार्वजनिक परिवहन,लखनऊ,2025-02-05 01:41:04,Sample Title 1853,हिना शाह,,,,निराश,2025-02-05,13,N/A,1853,,,228001,In Progress,Loco Colony,,2025-02-05,"बसों में बहुत भीड़ होती है, सफर करना बहुत कठिन हो गया है।",9905160901,2025-02-05 01:41:04,,,,N/A,26.1667,False,30,
77.6667,example1854@gmail.com,स्वास्थ्य सेवाएं,इलाहाबाद,2025-02-05 01:41:04,Sample Title 1854,पुनीत यादव,,,,गुस्सा,2025-02-05,3,N/A,1854,,,283110,Open,Fatehpur Sikri,,2025-02-05,"सरकारी अस्पतालों में कोई सुविधा नहीं है। डॉक्टरों की कमी है, इलाज नहीं हो पाता।",6338038591,2025-02-05 01:41:04,,,,N/A,27.1,False,86,
77.3378,example1855@gmail.com,सड़क की स्थिति,मेरठ,2025-02-05 01:41:04,Sample Title 1855,दीपिका शर्मा,,,,चिढ़ी हुई,2025-02-05,30,N/A,1855,,,222135,Open,Ahorwa,,2025-02-05,सड़कों पर गड्ढे हैं और वाहन चलाना बहुत कठिन हो जाता है।,9604090094,2025-02-05 01:41:04,,,,N/A,29.6522,True,46,
77.3892,example1856@gmail.com,कचरा प्रबंधन,अलीगढ़,2025-02-05 01:41:04,Sample Title 1856,आशीष कुमार,,,,निराश,2025-02-05,16,N/A,1856,,,222001,Open,Umarpur,,2025-02-05,हमारे इलाके में कचरा बहुत फैलता है। सफाई की कोई व्यवस्था नहीं है।,9934357449,2025-02-05 01:41:04,,,,N/A,29.6383,False,44,
79.1233,example1857@gmail.com,स्वच्छता,कानपुर,2025-02-05 01:41:04,Sample Title 1857,राजवीर सिंह,,,,गुस्सा,2025-02-05,7,N/A,1857,,,243601,Open,Patiali Saraj,,2025-02-05,हमारे मोहल्ले में कचरा उठाने की कोई नियमित व्यवस्था नहीं है।,9438133908,2025-02-05 01:41:04,,,,N/A,27.97,False,43,
78.3167,example1858@gmail.com,स्वास्थ्य सेवाएं,गोरखपुर,2025-02-05 01:41:04,Sample Title 1858,नीलम यादव,,,,नाराज,2025-02-05,10,N/A,1858,,,207302,Open,Jalesar Town,,2025-02-05,हमारे इलाके में अस्पतालों की स्थिति बहुत खराब है। कोई इलाज नहीं मिलता।,6129802615,2025-02-05 01:41:04,,,,N/A,27.4833,False,93,
81.7729,example1859@gmail.com,सड़क की स्थिति,आगरा,2025-02-05 01:41:04,Sample Title 1859,किरण शर्मा,,,,चिढ़ी हुई,2025-02-05,25,N/A,1859,,,232116,Closed,Chahaniya,,2025-02-05,हमारी सड़कों की हालत बहुत खराब हो गई है। गड्ढे भरे हुए हैं।,7988711058,2025-02-05 01:41:04,,,,N/A,26.2962,True,63,
77.85,example1860@gmail.com,पानी की समस्या,इलाहाबाद,2025-02-05 01:41:04,Sample Title 1860,मनोज चौधरी,,,,निराश,2025-02-05,20,N/A,1860,,,283119,In Progress,Kagarol,,2025-02-05,हमारे इलाके में पानी की सप्लाई नियमित नहीं है। कई बार पानी पूरी तरह से बंद हो जाता है।,9444232977,2025-02-05 01:41:04,,,,N/A,27.0167,False,18,
80.6833,example1861@gmail.com,अपराध,वाराणसी,2025-02-05 01:41:04,Sample Title 1861,प्रियंका यादव,,,,डरी हुई,2025-02-05,11,N/A,1861,,,261505,Open,Maigalganj,,2025-02-05,हमारे इलाके में महिलाओं के खिलाफ अपराध बढ़ गए हैं। पुलिस कोई कार्रवाई नहीं करती।,7843067967,2025-02-05 01:41:04,,,,N/A,27.6917,True,65,
82.3833,example1862@gmail.com,सार्वजनिक परिवहन,लखनऊ,2025-02-05 01:41:04,Sample Title 1862,कृष्णा देवी,,,,नाराज,2025-02-05,22,N/A,1862,,,228171,Closed,Akhand Nagar,,2025-02-05,बसों का समय बहुत अनियमित है। कभी भी नहीं आतीं।,7524212269,2025-02-05 01:41:04,,,,N/A,26.1667,False,91,
80.55,example1863@gmail.com,स्वास्थ्य सेवाएं,कानपुर,2025-02-05 01:41:04,Sample Title 1863,गुरमीत सिंह,,,,निराश,2025-02-05,13,N/A,1863,,,212663,Closed,Bahna,,2025-02-05,हमारे इलाके में कोई अच्छे अस्पताल नहीं हैं। इलाज के लिए बहुत दूर जाना पड़ता है।,6200346665,2025-02-05 01:41:04,,,,N/A,25.8167,True,69,
77.3806,example1864@gmail.com,जल आपूर्ति,मेरठ,2025-02-05 01:41:04,Sample Title 1864,रेणु शर्मा,,,,नाराज,2025-02-05,21,N/A,1864,,,247664,Closed,Landhaura,,2025-02-05,"हमारे इलाके में पानी की बहुत कमी हो गई है, और कभी-कभी कई दिन तक पानी नहीं आता।",9520121030,2025-02-05 01:41:04,,,,N/A,29.7192,True,45,
82.2167,example1865@gmail.com,स्वच्छता,झांसी,2025-02-05 01:41:04,Sample Title 1865,आदित्य यादव,,,,चिंतित,2025-02-05,21,N/A,1865,,,222302,Closed,Lambhua,,2025-02-05,हमारे इलाके में सफाई का कोई ध्यान नहीं दिया जाता। गंदगी हर जगह फैली रहती है।,8388559987,2025-02-05 01:41:04,,,,N/A,26.15,True,99,
79.7833,example1866@gmail.com,सड़क की स्थिति,आगरा,2025-02-05 01:41:04,Sample Title 1866,नलिनी देवी,,,,गुस्सा,2025-02-05,14,N/A,1866,,,275207,Closed,Jalalabad,,2025-02-05,"सड़कें बहुत खराब हो गई हैं, गड्ढों के कारण गाड़ी चलाना मुश्किल हो जाता है।",8959428078,2025-02-05 01:41:04,,,,N/A,27.1167,False,17,
81.9667,example1867@gmail.com,बिजली की समस्या,गोरखपुर,2025-02-05 01:41:04,Sample Title 1867,आशीष सिंह,,,,नाराज,2025-02-05,25,N/A,1867,,,271845,Closed,Ikauna,,2025-02-05,"बिजली की आपूर्ति बहुत खराब है, खासकर रात के समय कई घंटों तक बिजली नहीं आती।",8804693062,2025-02-05 01:41:04,,,,N/A,27.55,True,56,
81.7333,example1868@gmail.com,,"Jhansi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1868,Ravi Kumar,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,23,N/A,1868,Health Services,Poor health outcomes,271824,Closed,Mahsi,,2025-02-05,सरकारी अस्पतालों में मरीजों को इलाज देने की कोई व्यवस्था नहीं है। डॉक्टर भी बुरी हालत में हैं।,7193622736,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,27.7083,True,63,Health Department
83.5,example1869@gmail.com,,"Agra, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1869,Suman Verma,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,23,N/A,1869,Police & Law,Increased fear and insecurity among residents,277127,In Progress,Nagar,,2025-02-05,पुलिस अपराधियों के खिलाफ कोई कार्रवाई नहीं करती। अपराध बढ़ते जा रहे हैं।,8887321570,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,24.2833,True,22,Police Department
78.2722,example1870@gmail.com,,"Moradabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1870,Amit Sharma,Education,Increased private tuition costs,None,Concern,2025-02-05,18,N/A,1870,Education,Poor educational outcomes,249193,In Progress,Uttarkashi,,2025-02-05,"स्कूलों में शिक्षकों की बहुत कमी है और जो शिक्षक हैं, उनका बच्चों के प्रति कोई ध्यान नहीं है।",6617357326,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,30.0667,False,14,Education Department
81.6333,example1871@gmail.com,,"Meerut, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1871,Vijay Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,3,N/A,1871,Water Supply,Disruption of daily life and hygiene,212218,Closed,Tilhapur,,2025-02-05,पानी की सप्लाई कई बार नहीं आती। पानी का दबाव भी बहुत कम रहता है।,7548989195,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,25.4333,False,29,Water Supply Department
81.6333,example1872@gmail.com,,"Bijnor, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1872,Suresh Yadav,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,12,N/A,1872,Electricity,Disruption of daily activities,212213,Open,Mahgaon,,2025-02-05,बिजली की कटौती से हम सभी परेशान हो गए हैं। कई बार दिनभर बिजली चली जाती है।,9039928062,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,25.4333,True,16,Electricity Department
81.1667,example1873@gmail.com,,"Kanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1873,Rakesh Kumar,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,27,N/A,1873,Garbage,Health hazards and unhygienic conditions,206250,Open,Harchandpur,,2025-02-05,कूड़ा सड़कों पर पड़ा रहता है और सफाई कर्मचारियों का कोई ध्यान नहीं है।,7672735025,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,26.35,False,81,Sanitation Department
84.3833,example1874@gmail.com,,"Ghaziabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1874,Anil Gupta,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Irritation,2025-02-05,8,N/A,1874,Roads,Increased accidents and injuries,221308,Open,Ozh,,2025-02-05,सड़कों पर गड्ढे और टूटी-फूटी सड़कें बहुत बढ़ गई हैं। यह दुर्घटनाओं का कारण बन रही हैं।,6053732401,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,25.95,True,82,Public Works Department
78.3333,example1875@gmail.com,,"Varanasi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1875,Rajesh Yadav,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Frustration,2025-02-05,28,N/A,1875,Public Transport,Inconvenience for daily commuters,246763,Open,Najibabad,,2025-02-05,बसों की कमी है। लंबा इंतजार करने के बाद भी बस नहीं आती।,8847454609,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,29.6333,True,45,Transport Department
77.7667,example1876@gmail.com,,"Bareilly, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1876,Sanjay Kumar,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,29,N/A,1876,Health Services,Poor health outcomes,283101,Open,Achnera,,2025-02-05,सरकारी अस्पतालों में डॉक्टरों की कमी है और मरीजों को ठीक से इलाज नहीं मिल पाता।,9229945028,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,27.1833,False,46,Health Department
79.675,example1877@gmail.com,,"Gorakhpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1877,Ravi Sharma,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,28,N/A,1877,Police & Law,Increased fear and insecurity among residents,210423,Open,Jaitpur (Hamirpur),,2025-02-05,पुलिस का रवैया बहुत ही खराब है। कोई भी शिकायत सुनी नहीं जाती।,6337253821,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,25.3667,True,9,Police Department
